Illumination,Clarity
37.454011884736246,0.2342174555015871
95.07143064099162,0.985163236555286
73.1993941811405,0.8794779918552281
59.86584841970366,0.6519565363277564
15.601864044243651,0.1532709302514197
15.599452033620265,0.0836629716933736
5.8083612168199465,0.0
86.61761457749351,0.9821089165471186
60.11150117432088,0.6431452516276736
70.80725777960456,0.8802061693987664
2.0584494295802447,0.07906766014626884
96.99098521619943,0.9361958987350446
83.24426408004217,0.9827654296254077
21.233911067827616,0.11165546517484762
18.182496720710063,0.1138391162262915
18.34045098534338,0.16843263749029458
30.42422429595377,0.16050909578004008
52.475643163223786,0.5116648447488336
43.194501864211574,0.32267964409265637
29.122914019804192,0.11761141664020021
61.18528947223795,0.7060294138259822
13.949386065204184,0.07000532732361393
29.214464853521815,0.17321529227181642
36.63618432936917,0.29693243987497997
45.606998421703594,0.413683332426667
78.51759613930136,0.9800021856801552
19.967378215835975,0.06974106526089655
51.42344384136116,0.6644466105074833
59.24145688620425,0.7081297540501261
4.645041271999773,0.0
60.75448519014384,0.6491909907708882
17.052412368729154,0.09099281458245118
6.505159298527952,0.018725509735421957
94.88855372533332,1.0
96.56320330745594,1.0
80.83973481164611,0.9181672150704714
30.46137691733707,0.130864035235399
9.767211400638388,0.0
68.42330265121569,0.7913182692395325
44.01524937396013,0.4253601797058
12.203823484477883,0.057071544865996665
49.51769101112702,0.42806807786253276
3.4388521115218396,0.03220688238903159
90.9320402078782,0.9828116645266227
25.87799816000169,0.08258425876502062
66.2522284353982,0.7935512401732173
31.171107608941096,0.18439652417457622
52.00680211778108,0.4829015421106724
54.67102793432797,0.6102378036324975
18.485445552552704,0.10242696095770495
96.95846277645586,1.0
77.51328233611146,0.9530349935602079
93.9498941564189,0.9022558994919541
89.48273504276489,0.9123557346484454
59.78999788110851,0.7121211039414724
92.18742350231169,0.992603123375529
8.84925020519195,0.061596969567563616
19.59828624191452,0.27339125537417214
4.522728891053807,0.054170676941725365
32.53303307632643,0.2550140763768017
38.8677289689482,0.33868989135057037
27.134903177389592,0.17090224280677455
82.87375091519293,0.9169978202758121
35.67533266935893,0.27917378983021396
28.093450968738075,0.10908787961532812
54.26960831582485,0.5727305897510563
14.092422497476264,0.029256291821213178
80.21969807540397,0.9222514752406211
7.455064367977082,0.147916233778475
98.68869366005173,0.8867008333689288
77.22447692966574,0.9325656191186023
19.87156815341724,0.0017567652752317475
0.5522117123602399,0.0
81.54614284548342,0.9802336076811
70.68573438476172,0.8427606446413594
72.90071680409874,0.8081193938160135
77.12703466859458,0.8617727512956567
7.4044651734090365,0.06603734813841558
35.84657285442726,0.20722332322144932
11.586905952512971,0.05505574003244909
86.31034258755935,0.9503631496093579
62.329812682755794,0.6957932866375919
33.08980248526492,0.31260760848885516
6.355835028602364,0.0612500504496319
31.09823217156622,0.07936452136789912
32.518332202674706,0.20737165381745162
72.96061783380641,0.8294863451805413
63.75574713552131,0.7929679096294858
88.72127425763266,0.9171718158487067
47.22149251619493,0.4389207072920233
11.959424593830171,0.07075932276465122
71.3244787222995,0.8895990814242007
76.07850486168974,0.8295477160144986
56.127719756949624,0.6034326256300963
77.0967179954561,0.8735674136484747
49.379559636439076,0.45492727805862065
52.27328293819941,0.6336134728479497
42.75410183585496,0.37925718929808705
2.541912674409519,0.0
10.789142699330444,0.08750491929301275
